"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
17.91,4.97,201,1,85,26.02,"Beta","payments","alta","success"
14.18,2.42,220,1,62.1,34.93,"Gamma","ui","media","success"
7.57,1.42,230,NA,65.51,NA,"Gamma","api","media","rolled_back"
5.04,3.39,194,NA,72.14,18.55,"Gamma","auth","media","rolled_back"
4.47,6.81,221,NA,NA,NA,"Alpha","auth","baja","rolled_back"
4.77,17.69,219,0,NA,66.74,"Alpha","ui","baja","success"
14.84,3.5,214,1,54.16,15.28,"Gamma","payments","baja","success"
14.11,2.33,235,0,85.53,1.01,"Delta","api","media","success"
11.71,6.36,232,0,79.69,16.47,"Delta","api","media","success"
18.62,6.73,249,NA,81.35,8.65,"Beta","database","crítica","rolled_back"
4.57,3.32,230,2,NA,32.87,"Gamma","api","media","success"
14.49,7.12,193,2,87.88,101.13,"Delta","api","baja","success"
17.55,3.59,226,0,64.59,3.28,"Delta","payments","alta","success"
17.37,5.47,220,1,94.16,35.39,"Alpha","api","media","success"
8.52,7.32,212,3,88.39,15.88,"Alpha","api","baja","success"
10.62,7.94,227,NA,77.66,39.24,"Alpha","notifications","media","rolled_back"
23.89,10.32,208,0,65.68,42.94,"Gamma","payments","baja","success"
30.7,6.63,228,NA,65.46,27.69,"Gamma","api","alta","rolled_back"
7.39,4.21,211,0,91.76,59.65,"Delta","auth","baja","success"
12.89,1.08,243,1,67.41,6.99,"Gamma","database","baja","success"
7.28,5.02,236,0,68.79,NA,"Beta","api","baja","rolled_back"
9.25,5.42,211,1,88.58,16.9,"Gamma","notifications","baja","rolled_back"
2.69,12.82,201,0,87.89,7.83,"Beta","notifications","baja","success"
10.26,2.62,228,2,93.68,21.38,"Delta","ui","media","success"
9.88,5.22,259,0,66.87,3.75,"Alpha","auth","baja","success"
6.23,5.12,221,2,82.04,36.54,"Beta","ui","media","success"
8.33,1.79,207,1,83.62,39.08,"Beta","api","baja","success"
7.3,1.4,224,3,74.05,34.96,"Alpha","api","media","success"
12.25,NA,224,2,70.36,11.72,"Alpha","auth","media","failed"
4.75,5.36,214,2,78.18,10.79,"Gamma","payments","media","success"
16.23,NA,225,0,88.21,NA,"Delta","ui","baja","failed"
2.94,NA,230,0,55.49,NA,"Alpha","payments","media","failed"
10.24,NA,241,2,91.91,9.74,"Beta","ui","alta","failed"
5.67,9.03,238,1,51.74,6.43,"Gamma","database","alta","success"
13.27,2.48,241,0,86,57.52,"Beta","api","media","success"
9.67,13.91,201,0,89.02,32.4,"Alpha","api","baja","success"
17.36,6.51,199,0,67.28,64.28,"Delta","ui","baja","success"
12.74,4.95,229,0,77.39,50.78,"Beta","auth","alta","success"
5.19,2.45,228,0,64.25,13.91,"Alpha","ui","baja","success"
3.04,3.69,211,0,81.52,13.25,"Delta","api","baja","success"
9.64,5.03,222,0,79.04,13.6,"Beta","auth","alta","success"
12.34,1.67,227,1,92.42,50.4,"Beta","api","alta","success"
15.48,2.56,246,1,67.5,66.56,"Alpha","auth","baja","success"
14.59,6.65,214,0,91.7,29.15,"Delta","api","media","success"
7.43,10.56,227,1,71.18,36.66,"Gamma","api","baja","success"
22.61,13.07,224,2,70.36,118.26,"Alpha","auth","baja","success"
8.91,6.05,244,0,76.72,7.66,"Beta","api","baja","success"
8.02,2.15,236,1,77.11,2.04,"Beta","payments","alta","success"
15.74,5.59,210,5,90.73,22.31,"Beta","api","media","success"
12.18,6.6,217,0,80.06,56.62,"Alpha","auth","media","success"
8.11,9.44,189,2,94.94,4.09,"Gamma","auth","alta","success"
11.58,7.01,233,2,90.71,13.19,"Beta","auth","alta","success"
16.34,4.89,211,0,94.28,13.7,"Alpha","ui","baja","success"
14.61,10.37,220,0,61.97,5.58,"Delta","ui","alta","success"
7.46,7.47,192,4,55.72,2.93,"Gamma","auth","alta","success"
10.53,1.78,232,1,86.47,11.57,"Beta","database","media","success"
10.11,13.68,237,0,77.61,4.82,"Gamma","notifications","baja","success"
15.56,3.89,212,1,94.14,37.69,"Alpha","auth","media","success"
14.1,NA,213,2,94.92,5.39,"Delta","api","baja","failed"
7.56,7.37,235,0,72.82,46.33,"Beta","payments","baja","success"
14.6,4.17,208,0,81.24,4.44,"Gamma","auth","baja","success"
13.77,4.82,238,0,83.83,10.44,"Alpha","ui","baja","success"
13.72,10.76,225,1,90.93,30.13,"Beta","database","media","success"
17.66,4.93,216,0,89.44,2.77,"Delta","api","media","success"
9.03,2.52,228,0,94.68,28.88,"Delta","ui","media","success"
13.15,6.18,221,0,71.38,3.27,"Gamma","ui","baja","success"
7.11,7.31,215,1,65.63,10.08,"Gamma","ui","baja","success"
16.59,5.29,215,2,83.48,2.53,"Gamma","notifications","alta","success"
17.98,6.78,208,1,72.7,30.48,"Beta","database","baja","success"
7.43,6.65,207,0,83.18,21.94,"Alpha","payments","baja","success"
9.6,3.28,189,0,40.7,73.77,"Beta","ui","alta","success"
6.5,NA,214,1,70.92,3.6,"Alpha","ui","alta","failed"
8.57,4.74,227,1,95.07,29.88,"Delta","ui","baja","success"
7.77,10.18,195,2,87.9,9.1,"Gamma","ui","media","success"
12.23,4.79,226,0,59.36,62.27,"Alpha","ui","alta","success"
11.89,5.5,234,NA,87.69,NA,"Alpha","api","alta","rolled_back"
10.57,10.36,198,0,73.38,23.66,"Delta","api","media","success"
7.62,0.98,193,2,85.29,17.05,"Alpha","database","crítica","success"
14.57,NA,211,1,83.97,7.11,"Alpha","database","baja","failed"
11.46,5.22,210,2,58.35,56.87,"Alpha","ui","baja","success"
12.55,3.41,244,0,81.19,61.58,"Beta","payments","alta","success"
14.65,4.43,212,0,70.84,1.69,"Alpha","ui","media","success"
10.05,11.18,204,1,89.72,2.71,"Alpha","ui","alta","success"
17.07,4.89,221,1,76.19,93.82,"Beta","auth","media","success"
16.43,NA,232,2,67.04,NA,"Gamma","api","baja","failed"
9.99,5.92,206,1,93.27,2.26,"Alpha","notifications","baja","success"
7.64,13.15,215,2,53.53,15.26,"Alpha","ui","baja","success"
8.32,7.8,223,1,78.71,10.12,"Beta","auth","alta","success"
13.8,12.47,215,2,93.88,50.34,"Beta","payments","media","success"
7.67,9.61,215,2,70.23,14.86,"Beta","auth","baja","success"
18.11,2.79,222,0,70.46,47.43,"Beta","auth","baja","success"
13.97,7.71,220,1,80.89,14.67,"Delta","api","baja","success"
15.48,4.43,219,1,76.22,2.62,"Gamma","ui","alta","success"
9.36,4.88,204,2,56.33,99.46,"Beta","auth","baja","success"
16.01,5.11,212,3,86.56,39.41,"Beta","auth","baja","success"
11.26,4.6,198,1,69.7,20.64,"Gamma","api","baja","success"
4.61,NA,231,0,81.28,NA,"Gamma","api","alta","failed"
10.43,8.46,243,1,71.38,50.38,"Beta","auth","baja","success"
7.59,7.93,217,2,90.18,25.43,"Delta","api","alta","success"
9.46,2.07,242,2,97.3,1.3,"Alpha","api","media","success"
8.16,NA,188,0,79.77,0.89,"Gamma","auth","alta","failed"
6.49,9.36,200,2,56.67,17.7,"Alpha","ui","baja","success"
7.84,3.17,216,1,88.39,6.74,"Gamma","ui","baja","success"
5.43,5.15,235,2,78.7,40.15,"Alpha","ui","baja","success"
6.72,2.66,243,3,92.64,4.37,"Alpha","payments","media","success"
5.14,4.28,210,3,71.36,18.97,"Beta","notifications","media","success"
9.51,3.2,192,0,59.01,23.2,"Beta","api","alta","success"
16.76,13.07,199,2,49.98,42.51,"Alpha","api","media","success"
8.17,9.55,209,0,49.05,12.44,"Delta","api","baja","success"
9.38,NA,224,2,79.9,NA,"Gamma","auth","baja","failed"
8.66,3.72,213,2,76.87,39.45,"Alpha","api","media","success"
22.97,NA,220,0,68.81,41.78,"Gamma","ui","crítica","failed"
16.37,4.7,206,0,85.39,20.37,"Alpha","ui","crítica","success"
6.68,2.45,194,0,69.89,2.82,"Delta","auth","media","success"
6.89,6.44,197,NA,63.64,10.02,"Alpha","ui","media","rolled_back"
9.92,6.63,196,0,88.49,95.04,"Gamma","api","crítica","success"
19.45,5.69,226,1,61.51,12.41,"Beta","auth","crítica","success"
18.08,6.85,233,1,63.66,38.44,"Beta","payments","baja","success"
12.18,4.91,220,2,72.3,29.98,"Alpha","database","media","success"
6.2,2.49,210,0,81.08,68.46,"Beta","auth","baja","success"
12.48,3.89,205,1,56.98,65.25,"Delta","auth","media","success"
9.15,2.78,215,1,78.44,20.87,"Beta","api","baja","success"
5.51,5.06,226,2,69.15,3.8,"Gamma","auth","baja","success"
9.77,4.89,230,0,52.31,26.85,"Gamma","payments","baja","success"
9.02,2.2,219,1,53.87,17.47,"Gamma","api","alta","success"
9.74,4.87,200,1,64.08,49.22,"Alpha","ui","baja","success"
9.98,7.76,210,NA,71.18,20.23,"Delta","auth","baja","rolled_back"
6.51,4.15,214,2,93.51,21.94,"Alpha","api","baja","success"
8.12,9.73,222,NA,82.63,NA,"Delta","api","media","rolled_back"
14.78,1.89,204,0,60.81,46.01,"Gamma","database","crítica","success"
12.51,NA,228,2,75.34,75.46,"Alpha","auth","media","failed"
20.18,NA,232,1,76.24,4.6,"Gamma","api","baja","failed"
8.23,4.16,241,0,74.78,24,"Delta","database","baja","rolled_back"
18.45,NA,217,3,61.13,1.53,"Gamma","ui","alta","failed"
8.66,5.09,243,1,52.21,6.17,"Alpha","ui","alta","success"
16.64,2.43,207,0,92.54,3.57,"Beta","auth","baja","success"
16.19,6.1,219,1,79.43,62.17,"Alpha","payments","media","success"
11.08,NA,220,2,81.32,83.04,"Beta","ui","media","failed"
9.01,5.42,207,1,72.42,27.22,"Gamma","ui","media","success"
7.29,NA,232,0,68.28,5.51,"Alpha","auth","media","failed"
7.22,NA,225,0,67.85,NA,"Gamma","auth","baja","failed"
10.23,10.66,237,2,53.84,16.55,"Beta","payments","media","rolled_back"
11.83,5.05,212,2,94.46,16.06,"Beta","notifications","baja","success"
7.21,3.08,212,0,96.36,52.67,"Beta","ui","baja","success"
14.06,4.9,236,4,70.28,90.2,"Alpha","api","baja","success"
9.79,6.25,196,1,94.99,2.54,"Alpha","payments","baja","success"
9.79,4.8,218,1,61.97,12.68,"Gamma","ui","baja","success"
10.31,NA,212,3,72.2,49.16,"Gamma","database","media","failed"
6.49,2.72,225,1,70.56,42.04,"Beta","api","media","success"
10.45,2.26,221,0,73.98,19.6,"Beta","notifications","alta","success"
11.01,4.53,231,1,55.04,8.22,"Gamma","ui","media","success"
19.91,12.41,215,1,86.76,12.56,"Beta","api","media","success"
11.18,7.76,217,3,67.59,35.9,"Gamma","ui","media","rolled_back"
6.61,6.63,194,2,89.85,9.2,"Beta","auth","media","success"
9.01,1.9,221,2,65.12,32.79,"Alpha","ui","media","success"
13.33,3.56,198,1,93.54,27.38,"Delta","notifications","crítica","success"
5.99,NA,226,1,85.64,5.01,"Alpha","ui","alta","failed"
23.17,NA,235,0,85.36,NA,"Alpha","api","baja","failed"
7.78,6.38,202,1,57.39,31.04,"Delta","ui","baja","success"
11.66,8.36,219,0,89.37,9.06,"Delta","ui","baja","success"
12.34,10.53,201,1,80.72,16.79,"Beta","auth","baja","success"
17.35,3.62,224,2,94.95,36.64,"Alpha","auth","baja","success"
11.04,6.01,228,0,36.27,8.84,"Alpha","ui","baja","success"
11.23,12.93,182,1,71.74,NA,"Beta","api","media","rolled_back"
13.31,5.89,226,0,59.92,33.66,"Gamma","api","media","success"
10.16,NA,217,1,89.37,NA,"Alpha","auth","media","failed"
7.92,2.57,193,0,96.14,85.44,"Beta","api","media","success"
14.08,5.87,257,2,86.95,33.52,"Gamma","api","media","success"
8.35,3.92,193,0,77.85,38.16,"Delta","auth","alta","success"
12.86,2.6,208,1,68.09,1.89,"Alpha","api","crítica","success"
22.03,12.13,216,1,55.73,4.7,"Gamma","api","baja","success"
6.36,2.75,196,0,47.97,19.35,"Gamma","api","alta","success"
18.98,2.68,221,3,53.3,26.44,"Beta","ui","media","success"
6.31,10.9,227,2,72.91,19.14,"Gamma","auth","crítica","success"
15.45,3.09,231,5,59.34,15.52,"Delta","api","alta","success"
12.37,13.82,222,0,64.01,13.25,"Delta","ui","baja","success"
12.48,9.59,192,2,90.12,5.84,"Alpha","api","media","success"
16.74,4.95,223,3,82.03,35.26,"Alpha","auth","alta","success"
9.9,3.27,235,1,58.59,21.31,"Delta","api","media","success"
6.01,6,214,0,80.43,11.64,"Gamma","notifications","media","success"
10.95,NA,233,3,73.64,39.89,"Delta","api","media","failed"
29.05,6.96,202,1,74.59,30.06,"Alpha","ui","baja","success"
6.61,1.28,211,0,68.51,77.83,"Alpha","api","media","success"
5.54,NA,212,1,86.73,16.71,"Delta","notifications","baja","failed"
9.2,4.88,233,0,85.87,20.42,"Delta","notifications","baja","success"
7.43,15.28,221,2,79.59,2.98,"Beta","auth","media","success"
12.48,2.84,210,1,70.92,18.93,"Delta","api","baja","success"
6.03,3.19,196,0,66.02,41.28,"Alpha","ui","baja","success"
11.51,4.05,214,1,NA,0.71,"Alpha","api","baja","success"
11.02,3.57,190,0,81.54,43.84,"Alpha","ui","baja","success"
15.15,4.73,215,2,91.32,24.36,"Alpha","api","baja","success"
9.97,4.12,236,1,54.45,19.61,"Beta","database","media","success"
10.19,2.48,209,0,66.13,58.17,"Delta","auth","crítica","success"
20.46,7.73,220,0,62.04,17.96,"Alpha","payments","media","success"
3.32,5.76,232,1,90.82,23.31,"Beta","auth","baja","success"
13.77,5.36,221,0,87.52,16.45,"Beta","api","baja","success"
13.97,NA,201,3,69.29,NA,"Gamma","ui","baja","failed"
11.3,5.33,229,0,88.02,13.12,"Beta","ui","baja","success"
9.33,4.04,213,3,86.55,18.87,"Alpha","auth","media","success"
10.84,4.4,234,1,89.32,1.33,"Alpha","auth","media","success"
8.97,10.17,212,NA,73.49,NA,"Gamma","ui","media","rolled_back"
13.63,3.96,217,0,82.68,9.59,"Beta","auth","media","success"
17.44,6.93,228,0,89.42,1.09,"Delta","payments","media","success"
12.75,9.39,227,0,90.36,33.54,"Alpha","api","media","success"
5.77,3.7,243,2,74.48,3.03,"Gamma","auth","media","success"
5.06,11.87,230,0,86.06,NA,"Alpha","auth","media","rolled_back"
11.33,2.3,221,0,50.33,3.58,"Gamma","notifications","alta","success"
15.53,2.52,239,2,74.46,7.68,"Gamma","notifications","baja","success"
6.67,5.14,221,NA,88.86,38.07,"Alpha","auth","baja","rolled_back"
8.32,5.76,247,0,59.33,39.12,"Gamma","auth","media","success"
17.79,NA,232,2,68.84,NA,"Alpha","ui","media","failed"
7.97,7.77,220,1,78.95,16.69,"Alpha","api","media","success"
23.5,2.51,207,1,91.73,0.85,"Alpha","api","media","success"
9.01,2.06,191,0,79.58,68.13,"Delta","payments","media","success"
10.19,6.55,201,0,44.36,26.78,"Alpha","database","media","success"
12.64,9.39,213,0,83.16,59.16,"Gamma","api","baja","success"
4.36,8.98,199,0,60.98,17.75,"Gamma","database","media","success"
8.66,9.46,218,4,52.47,19.84,"Delta","auth","crítica","success"
24.34,14.37,223,2,67.24,19.52,"Gamma","notifications","media","success"
7.4,3.34,224,3,86.58,13.44,"Delta","notifications","alta","success"
9.32,4.31,203,4,77.11,12.84,"Delta","payments","alta","success"
10.48,NA,212,0,79.25,11.59,"Delta","payments","media","failed"
5.45,9.36,217,2,65.24,18.7,"Beta","auth","baja","success"
17.16,NA,206,0,70.74,4.55,"Beta","api","baja","failed"
15.49,1.97,214,0,56.19,15.94,"Beta","api","media","success"
9.39,7.21,241,1,65.63,40.29,"Gamma","ui","media","success"
13.05,NA,223,1,80.12,NA,"Alpha","ui","baja","failed"
9.1,3.57,222,1,88.11,10.82,"Delta","database","media","success"
4.92,9.76,213,0,83.54,6.24,"Delta","database","media","success"
8.8,NA,193,0,73.34,68.79,"Gamma","api","baja","failed"
16.16,2.99,201,3,89.58,24.52,"Gamma","api","media","success"
5.21,5.5,230,NA,75.38,NA,"Alpha","api","alta","rolled_back"
8.03,5.7,215,1,89.31,5.08,"Gamma","api","media","success"
12.32,11.36,207,3,88.93,23.36,"Beta","auth","media","success"
7.11,9.46,243,0,71.49,16.46,"Gamma","auth","media","success"
11.22,3.27,212,2,85.66,74.08,"Gamma","ui","media","success"
10.19,11.86,205,1,87.46,4.77,"Gamma","payments","media","success"
11.45,9.6,214,1,82.4,0.58,"Beta","auth","alta","success"
26.57,NA,248,1,77.72,11.48,"Beta","ui","baja","failed"
18,9.97,215,0,60.96,11.53,"Gamma","database","baja","success"
10.94,3.46,205,2,87.48,6.89,"Beta","ui","media","success"
7.51,4.16,222,3,93.87,11.08,"Gamma","auth","alta","success"
4.62,6.26,214,1,93.78,9.84,"Alpha","payments","baja","success"
10.73,4.09,222,1,86.88,0.84,"Beta","ui","crítica","success"
6.29,9.43,225,1,86.25,51.18,"Alpha","api","media","success"
11.3,8.01,199,0,79.42,4.95,"Beta","api","baja","success"
6.85,NA,224,0,45.19,121.02,"Beta","ui","media","failed"
6.6,3.88,224,1,82.72,4.32,"Alpha","notifications","baja","success"
7.06,2.78,217,1,70.61,7.44,"Beta","api","media","success"
21.46,NA,231,0,72.92,49.07,"Gamma","notifications","alta","failed"
6.99,NA,210,1,88.76,10.05,"Delta","auth","baja","failed"
16.23,1.84,207,1,88.05,62.95,"Gamma","auth","media","success"
11.12,10.74,237,0,71.91,64.29,"Beta","ui","media","success"
12.88,4.95,252,2,78.54,5.57,"Gamma","database","media","success"
6.26,7.43,223,0,83.53,73.55,"Alpha","api","baja","success"
18.05,NA,242,1,86.2,11.77,"Gamma","ui","media","failed"
9.38,14.83,232,0,79.88,43.06,"Alpha","api","alta","success"
8.12,6.02,254,1,90.66,16.55,"Alpha","api","baja","success"
12.77,10.24,206,1,90.89,2.01,"Alpha","ui","baja","success"
6.08,4.27,204,1,80.14,33.48,"Delta","ui","baja","success"
13.86,5.16,240,1,86.47,7,"Alpha","api","media","success"
13.5,4.69,207,2,93.69,26.27,"Alpha","ui","media","success"
20.49,NA,224,2,52.19,24.42,"Gamma","api","baja","failed"
8.34,4.37,209,0,64.78,6.13,"Beta","auth","alta","success"
12.42,6.86,228,3,85.86,11.72,"Alpha","payments","alta","success"
8.72,7.81,217,1,70.12,24.31,"Delta","ui","baja","success"
10.77,4.14,228,2,85.66,1.08,"Beta","database","media","success"
11.28,7.65,217,3,79.18,49.2,"Delta","notifications","media","success"
4.48,NA,236,2,95.55,NA,"Alpha","ui","media","failed"
15.17,3.35,204,0,85.13,1.36,"Delta","api","baja","success"
8.37,4.71,222,5,62.08,3.86,"Delta","api","baja","success"
12.87,5.91,218,2,87.43,26.89,"Alpha","api","alta","success"
16.24,9.35,221,1,NA,74.66,"Delta","database","alta","success"
6.34,5.07,199,0,87.48,5.16,"Gamma","ui","media","success"
7.4,3.86,238,0,58.61,32.53,"Beta","auth","baja","success"
11.57,8.04,253,NA,83.66,15.69,"Gamma","auth","media","rolled_back"
7.31,2.65,214,1,81.61,7.33,"Alpha","notifications","baja","success"
12.87,4.07,213,1,76.3,31.07,"Delta","api","crítica","success"
21.62,2.59,193,0,87.82,6.78,"Alpha","auth","crítica","success"
11.46,16.6,220,1,86.44,28.7,"Alpha","api","crítica","success"
14.1,8.07,212,0,76.33,58.59,"Alpha","database","media","success"
15.56,3.96,243,5,77.48,60.48,"Delta","ui","baja","success"
9.89,5.93,221,0,79.7,3.49,"Delta","ui","baja","success"
9.13,6.92,207,NA,53.34,60.78,"Alpha","api","crítica","rolled_back"
17.11,5.47,235,2,75.81,7.71,"Beta","api","baja","success"
11.86,NA,225,3,84.6,67.99,"Delta","api","alta","failed"
17.34,3.5,218,0,NA,89.4,"Beta","api","alta","success"
10.24,2.73,223,1,63.84,30,"Beta","notifications","baja","success"
7.64,10.95,222,0,87.26,11.63,"Alpha","ui","media","success"
16.98,NA,194,1,73.9,15.63,"Delta","auth","media","failed"
12.56,5.72,204,1,86.32,92.99,"Gamma","notifications","alta","success"
11.11,4.34,198,1,85.18,26,"Beta","payments","alta","rolled_back"
7.91,13.86,207,0,59.99,92.14,"Beta","api","alta","success"
15.34,5.37,222,2,64.92,8.9,"Gamma","auth","baja","success"
5.11,NA,221,1,76.24,14.84,"Delta","auth","media","failed"
10.27,3.96,221,0,85.77,17.25,"Gamma","database","baja","success"
5.42,4.95,219,2,61.62,25.26,"Beta","ui","media","success"
14.74,7.62,226,2,66.03,8.18,"Gamma","ui","alta","rolled_back"
7.42,2.01,203,1,82.67,15.8,"Alpha","api","alta","success"
16.23,2.64,196,1,68.07,13.78,"Alpha","ui","media","success"
8.72,NA,196,1,62.91,7.27,"Delta","ui","baja","failed"
15.55,7.5,205,0,52.2,41.09,"Alpha","ui","media","success"
11.68,2.67,204,2,76.07,76.35,"Delta","ui","media","success"
18.29,8.42,208,3,90.77,29.34,"Beta","api","media","success"
10.92,1.83,208,1,68.39,4.72,"Beta","database","media","success"
24.06,7.52,231,0,81.33,18.73,"Beta","api","crítica","success"
7.44,4.82,229,1,71.6,61.78,"Beta","api","alta","success"
16.82,12.84,222,3,86.71,15.67,"Alpha","api","baja","success"
17.38,15.37,221,1,82.59,32.84,"Delta","ui","crítica","success"
16,10.82,237,3,43.67,20.41,"Beta","payments","media","success"
15.2,4.05,198,3,86.21,3.11,"Beta","api","baja","success"
11.03,5.09,226,0,91.35,37.55,"Beta","database","baja","success"
6.59,NA,251,1,86.03,NA,"Alpha","payments","media","failed"
19.28,1.87,256,1,70.47,27.96,"Gamma","database","baja","success"
6.21,2.06,212,0,73.98,18.26,"Delta","api","baja","success"
20.05,5.04,224,2,79.47,19.76,"Alpha","payments","alta","success"
21.83,4.61,221,1,89.11,23.74,"Alpha","ui","baja","success"
11.18,3.15,225,2,57.5,11.07,"Alpha","auth","media","success"
8.71,2.53,202,2,70.05,11.7,"Gamma","ui","media","success"
13.28,2.18,237,2,77.47,11.35,"Beta","database","media","success"
